row_number	site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments
11951	NA	Jaskinia Głęboka (J.Cz.III-06.02)	50.57306	19.52889	NA	NA	POL	Podlesice	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Lepthyphantes leprosus	NA	species	Linyphiidae	Lepthyphantes	leprosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
687	NA	Jaskinia Jasna koło Smolenia (J.Cz.IV-04.48)	50.42833	19.67583	NA	NA	POL	Strzegowa	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Eratigena atrica	NA	species	Agelenidae	Eratigena	atrica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11950	NA	Jaskinia Jasna koło Smolenia (J.Cz.IV-04.48)	50.42833	19.67583	NA	NA	POL	Strzegowa	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Lepthyphantes leprosus	NA	species	Linyphiidae	Lepthyphantes	leprosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25976	NA	Jaskinia Jasna koło Smolenia (J.Cz.IV-04.48)	50.42833	19.67583	NA	NA	POL	Strzegowa	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30632	NA	Jaskinia Jasna koło Smolenia (J.Cz.IV-04.48)	50.42833	19.67583	NA	NA	POL	Strzegowa	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Labulla thoracica	NA	species	Linyphiidae	Labulla	thoracica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3964	NA	Jaskinia Mała (J.Olk.I-02b.158)	50.20323	19.80731	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Nesticus cellulanus	NA	species	Nesticidae	Nesticus	cellulanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6663	NA	Jaskinia Mała (J.Olk.I-02b.158)	50.20323	19.80731	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Porrhomma egeria	NA	species	Linyphiidae	Porrhomma	egeria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17150	NA	Jaskinia Mała (J.Olk.I-02b.158)	50.20323	19.80731	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25955	NA	Jaskinia Mała (J.Olk.I-02b.158)	50.20323	19.80731	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3931	NA	Jaskinia na Łopiankach I (J.GT-03.19)	50.07111	19.70444	NA	NA	POL	Mników	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Nesticus cellulanus	NA	species	Nesticidae	Nesticus	cellulanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5385	NA	Jaskinia na Łopiankach I (J.GT-03.19)	50.07111	19.70444	NA	NA	POL	Mników	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Porrhomma convexum	NA	species	Linyphiidae	Porrhomma	convexum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17111	NA	Jaskinia na Łopiankach I (J.GT-03.19)	50.07111	19.70444	NA	NA	POL	Mników	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25925	NA	Jaskinia na Łopiankach I (J.GT-03.19)	50.07111	19.70444	NA	NA	POL	Mników	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30611	NA	Jaskinia na Łopiankach I (J.GT-03.19)	50.07111	19.70444	NA	NA	POL	Mników	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Labulla thoracica	NA	species	Linyphiidae	Labulla	thoracica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17174	NA	Jaskinia na Biśniku (J.Cz.IV-04.18)	50.42639	19.665	NA	NA	POL	Góry Bydlińskie	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25974	NA	Jaskinia na Biśniku (J.Cz.IV-04.18)	50.42639	19.665	NA	NA	POL	Góry Bydlińskie	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3929	NA	Jaskinia na Miłaszówce (J.GT-03.10)	50.065	19.71111	NA	NA	POL	Mników	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Nesticus cellulanus	NA	species	Nesticidae	Nesticus	cellulanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17109	NA	Jaskinia na Miłaszówce (J.GT-03.10)	50.065	19.71111	NA	NA	POL	Mników	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25924	NA	Jaskinia na Miłaszówce (J.GT-03.10)	50.065	19.71111	NA	NA	POL	Mników	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3934	NA	Jaskinia na Skałce (J.Olk.I-05.10)	50.15667	19.78361	NA	NA	POL	Bolechowice	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Nesticus cellulanus	NA	species	Nesticidae	Nesticus	cellulanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3935	NA	Jaskinia na Skałce (J.Olk.I-05.10)	50.15667	19.78361	NA	NA	POL	Bolechowice	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Nesticus cellulanus	NA	species	Nesticidae	Nesticus	cellulanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17113	NA	Jaskinia na Skałce (J.Olk.I-05.10)	50.15667	19.78361	NA	NA	POL	Bolechowice	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17114	NA	Jaskinia na Skałce (J.Olk.I-05.10)	50.15667	19.78361	NA	NA	POL	Bolechowice	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3943	NA	Jaskinia nad Źródłem I (J.Olk.I-07.29)	50.18083	19.75472	NA	NA	POL	Jerzmanowice	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Nesticus cellulanus	NA	species	Nesticidae	Nesticus	cellulanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3944	NA	Jaskinia nad Źródłem I (J.Olk.I-07.29)	50.18083	19.75472	NA	NA	POL	Jerzmanowice	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Nesticus cellulanus	NA	species	Nesticidae	Nesticus	cellulanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17124	NA	Jaskinia nad Źródłem I (J.Olk.I-07.29)	50.18083	19.75472	NA	NA	POL	Jerzmanowice	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5389	NA	Jaskinia Niedźwiedzia (S.I-03.17)	50.23452	16.84351	NA	NA	POL	Stronie Śląskie	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Porrhomma convexum	NA	species	Linyphiidae	Porrhomma	convexum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17169	NA	Jaskinia Niedźwiedzia (S.I-03.17)	50.23452	16.84351	NA	NA	POL	Stronie Śląskie	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20608	NA	Jaskinia Niedźwiedzia (S.I-03.17)	50.23452	16.84351	NA	NA	POL	Stronie Śląskie	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20609	NA	Jaskinia Niedźwiedzia (S.I-03.17)	50.23452	16.84351	NA	NA	POL	Stronie Śląskie	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Metellina merianae	NA	species	Tetragnathidae	Metellina	merianae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30628	NA	Jaskinia Niedźwiedzia (S.I-03.17)	50.23452	16.84351	NA	NA	POL	Stronie Śląskie	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Labulla thoracica	NA	species	Linyphiidae	Labulla	thoracica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30629	NA	Jaskinia Niedźwiedzia (S.I-03.17)	50.23452	16.84351	NA	NA	POL	Stronie Śląskie	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Labulla thoracica	NA	species	Linyphiidae	Labulla	thoracica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11947	NA	Jaskinia Niedostępna (J.Olk.I-02c.36)	50.22215	19.7939	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Lepthyphantes leprosus	NA	species	Linyphiidae	Lepthyphantes	leprosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17168	NA	Jaskinia Niedostępna (J.Olk.I-02c.36)	50.22215	19.7939	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25969	NA	Jaskinia Niedostępna (J.Olk.I-02c.36)	50.22215	19.7939	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30626	NA	Jaskinia Niedostępna (J.Olk.I-02c.36)	50.22215	19.7939	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Labulla thoracica	NA	species	Linyphiidae	Labulla	thoracica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11955	NA	Jaskinia Ostrężnicka (J.Cz.II-03.34)	50.67472	19.40147	NA	NA	POL	Ostrężnik	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Lepthyphantes leprosus	NA	species	Linyphiidae	Lepthyphantes	leprosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17185	NA	Jaskinia Ostrężnicka (J.Cz.II-03.34)	50.67472	19.40147	NA	NA	POL	Ostrężnik	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Meta menardi	NA	species	Tetragnathidae	Meta	menardi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25981	NA	Jaskinia Ostrężnicka (J.Cz.II-03.34)	50.67472	19.40147	NA	NA	POL	Ostrężnik	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Tegenaria silvestris	NA	species	Agelenidae	Tegenaria	silvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3966	NA	Jaskinia Piętrowa (J.Olk.I-02b.152)	50.20362	19.80988	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Nesticus cellulanus	NA	species	Nesticidae	Nesticus	cellulanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4704	NA	Jaskinia Piętrowa (J.Olk.I-02b.152)	50.20362	19.80988	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Cicurina cicur	NA	species	Hahniidae	Cicurina	cicur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6667	NA	Jaskinia Piętrowa (J.Olk.I-02b.152)	50.20362	19.80988	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Porrhomma egeria	NA	species	Linyphiidae	Porrhomma	egeria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10326	NA	Jaskinia Piętrowa (J.Olk.I-02b.152)	50.20362	19.80988	NA	NA	POL	Sąspów	NA	NA	NA	NA	NA	NA	Terrestrial	Cave	NA	NA	Micrargus herbigradus	NA	species	Linyphiidae	Micrargus	herbigradus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
